source,target,type,voltage_kv,capacity_mva,length_km,reactance_pu,resistance_pu
IN-C15188-SS,IN-C15258-SS,sub_transmission,132,63,18.66,0.029853,0.004962
IN-C15189-SS,IN-C15241-SS,sub_transmission,132,63,10.48,0.016774,0.003274
IN-C15192-SS,IN-C15221-SS,sub_transmission,132,63,2.99,0.004783,0.000939
IN-C15192-SS,IN-C15399-SS,sub_transmission,132,63,7.92,0.012678,0.002997
IN-C15193-SS,IN-C15424-SS,sub_transmission,132,63,4.18,0.006686,0.000925
IN-C15193-SS,IN-C15240-SS,sub_transmission,132,63,8.83,0.014134,0.002331
IN-C15194-SS,IN-C15383-SS,sub_transmission,132,63,8.27,0.013231,0.003633
IN-C15196-SS,IN-C15430-SS,sub_transmission,132,63,3.08,0.00493,0.001397
IN-C15198-SS,IN-C15389-SS,sub_transmission,132,63,6.36,0.010176,0.001496
IN-C15199-SS,IN-C15359-SS,sub_transmission,132,63,7.82,0.012507,0.003627
IN-C15203-SS,IN-C15434-SS,sub_transmission,132,63,13.13,0.021012,0.004096
IN-C15204-SS,IN-C15400-SS,sub_transmission,132,63,4.58,0.00732,0.001276
IN-C15206-SS,IN-C15361-SS,sub_transmission,132,63,8.02,0.012833,0.003842
IN-C15207-SS,IN-C15285-SS,sub_transmission,132,63,6.26,0.010015,0.002325
IN-C15208-SS,IN-C15287-SS,sub_transmission,132,63,6.18,0.009882,0.001507
IN-C15209-SS,IN-C15394-SS,sub_transmission,132,63,3.65,0.005842,0.001298
IN-C15211-SS,IN-C15277-SS,sub_transmission,132,63,9.32,0.014919,0.004348
IN-C15213-SS,IN-C15320-SS,sub_transmission,132,63,7.4,0.011845,0.001969
IN-C15214-SS,IN-C15361-SS,sub_transmission,132,63,9.05,0.014482,0.002082
IN-C15214-SS,IN-C15422-SS,sub_transmission,132,63,12.85,0.020567,0.005032
IN-C15215-SS,IN-C15500-SS,sub_transmission,132,63,3.94,0.0063,0.001279
IN-C15217-SS,IN-C15222-SS,sub_transmission,132,63,3.69,0.005911,0.000825
IN-C15217-SS,IN-C15293-SS,sub_transmission,132,63,20.98,0.033573,0.009808
IN-C15218-SS,IN-C15435-SS,sub_transmission,132,63,7.77,0.012433,0.002205
IN-C15219-SS,IN-C15432-SS,sub_transmission,132,63,11.16,0.017858,0.002556
IN-C15219-SS,IN-C15284-SS,sub_transmission,132,63,15.54,0.024858,0.006982
IN-C15221-SS,IN-C15399-SS,sub_transmission,132,63,6.35,0.010167,0.001855
IN-C15227-SS,IN-C15228-SS,sub_transmission,132,63,2.12,0.003389,0.000706
IN-C15231-SS,IN-C15256-SS,sub_transmission,132,63,5.52,0.008834,0.001173
IN-C15234-SS,IN-C15295-SS,sub_transmission,132,63,12.71,0.020342,0.00593
IN-C15235-SS,IN-C15415-SS,sub_transmission,132,63,11.02,0.017628,0.003868
IN-C15236-SS,IN-C15305-SS,sub_transmission,132,63,4.84,0.007737,0.002109
IN-C15236-SS,IN-C15460-SS,sub_transmission,132,63,8.55,0.013687,0.001793
IN-C15239-SS,IN-C15445-SS,sub_transmission,132,63,6.23,0.009973,0.00262
IN-C15240-SS,IN-C15424-SS,sub_transmission,132,63,12.98,0.020769,0.003868
IN-C15242-SS,IN-C15459-SS,sub_transmission,132,63,10.49,0.016783,0.00472
IN-C15243-SS,IN-C15346-SS,sub_transmission,132,63,4.67,0.007479,0.001931
IN-C15243-SS,IN-C15443-SS,sub_transmission,132,63,10.79,0.017256,0.003113
IN-C15244-SS,IN-C15442-SS,sub_transmission,132,63,9.35,0.014955,0.002145
IN-C15245-SS,IN-C15439-SS,sub_transmission,132,63,5.61,0.008983,0.002167
IN-C15245-SS,IN-C15467-SS,sub_transmission,132,63,7.23,0.011568,0.00267
IN-C15246-SS,IN-C15300-SS,sub_transmission,132,63,10.35,0.016561,0.002824
IN-C15247-SS,IN-C15342-SS,sub_transmission,132,63,1.61,0.002584,0.000431
IN-C15247-SS,IN-C15450-SS,sub_transmission,132,63,8.43,0.013489,0.001895
IN-C15248-SS,IN-C15479-SS,sub_transmission,132,63,14.37,0.02299,0.005053
IN-C15248-SS,IN-C15288-SS,sub_transmission,132,63,16.23,0.025966,0.005051
IN-C15249-SS,IN-C15339-SS,sub_transmission,132,63,11.47,0.018353,0.00414
IN-C15250-SS,IN-C15255-SS,sub_transmission,132,63,6.51,0.010422,0.001904
IN-C15252-SS,IN-C15438-SS,sub_transmission,132,63,5.84,0.009344,0.002483
IN-C15253-SS,IN-C15409-SS,sub_transmission,132,63,13.99,0.02239,0.004709
IN-C15254-SS,IN-C15429-SS,sub_transmission,132,63,4.48,0.007163,0.001242
IN-C15254-SS,IN-C15379-SS,sub_transmission,132,63,10.34,0.016552,0.002039
IN-C15255-SS,IN-C15425-SS,sub_transmission,132,63,3.69,0.005903,0.001095
IN-C15255-SS,IN-C15420-SS,sub_transmission,132,63,5.25,0.008397,0.001282
IN-C15257-SS,IN-C15276-SS,sub_transmission,132,63,1.86,0.002983,0.000559
IN-C15257-SS,IN-C15330-SS,sub_transmission,132,63,5.36,0.008568,0.001258
IN-C15258-SS,IN-C15368-SS,sub_transmission,132,63,11.89,0.019021,0.003355
IN-C15259-SS,IN-C15300-SS,sub_transmission,132,63,5.59,0.008951,0.001703
IN-C15260-SS,IN-C15402-SS,sub_transmission,132,63,5.53,0.00885,0.001151
IN-C15261-SS,IN-C15423-SS,sub_transmission,132,63,5.69,0.009107,0.001895
IN-C15261-SS,IN-C15267-SS,sub_transmission,132,63,11.01,0.017619,0.00268
IN-C15262-SS,IN-C15436-SS,sub_transmission,132,63,9.34,0.014952,0.003148
IN-C15265-SS,IN-C15427-SS,sub_transmission,132,63,1.34,0.002147,0.000454
IN-C15265-SS,IN-C15409-SS,sub_transmission,132,63,2.84,0.004543,0.000734
IN-C15270-SS,IN-C15410-SS,sub_transmission,132,63,21.67,0.034671,0.006006
IN-C15271-SS,IN-C15478-SS,sub_transmission,132,63,2.86,0.004582,0.000858
IN-C15272-SS,IN-C15446-SS,sub_transmission,132,63,4.57,0.007319,0.002096
IN-C15274-SS,IN-C15275-SS,sub_transmission,132,63,1.78,0.002849,0.000636
IN-C15275-SS,IN-C15475-SS,sub_transmission,132,63,7.47,0.01195,0.002979
IN-C15276-SS,IN-C15490-SS,sub_transmission,132,63,4.33,0.00693,0.001344
IN-C15277-SS,IN-C15297-SS,sub_transmission,132,63,3.58,0.005727,0.000687
IN-C15278-SS,IN-C15307-SS,sub_transmission,132,63,5.55,0.008881,0.001571
IN-C15280-SS,IN-C15331-SS,sub_transmission,132,63,8.74,0.01398,0.002686
IN-C15281-SS,IN-C15411-SS,sub_transmission,132,63,8.73,0.013962,0.002865
IN-C15284-SS,IN-C15432-SS,sub_transmission,132,63,4.38,0.007013,0.001247
IN-C15284-SS,IN-C15450-SS,sub_transmission,132,63,6.8,0.010879,0.00259
IN-C15286-SS,IN-C15291-SS,sub_transmission,132,63,12.98,0.020769,0.004147
IN-C15287-SS,IN-C15478-SS,sub_transmission,132,63,5.58,0.008923,0.002575
IN-C15288-SS,IN-C15479-SS,sub_transmission,132,63,2.32,0.003719,0.000715
IN-C15292-SS,IN-C15496-SS,sub_transmission,132,63,29.75,0.047605,0.012617
IN-C15294-SS,IN-C15320-SS,sub_transmission,132,63,1.8,0.002885,0.000797
IN-C15295-SS,IN-C15325-SS,sub_transmission,132,63,3.61,0.005774,0.00146
IN-C15299-SS,IN-C15378-SS,sub_transmission,132,63,14.07,0.022508,0.004665
IN-C15299-SS,IN-C15301-SS,sub_transmission,132,63,15.44,0.024697,0.005544
IN-C15301-SS,IN-C15344-SS,sub_transmission,132,63,2.04,0.003259,0.000458
IN-C15305-SS,IN-C15460-SS,sub_transmission,132,63,4.42,0.007078,0.00212
IN-C15307-SS,IN-C15442-SS,sub_transmission,132,63,8.78,0.014047,0.003235
IN-C15308-SS,IN-C15491-SS,sub_transmission,132,63,4.33,0.006925,0.00084
IN-C15309-SS,IN-C15329-SS,sub_transmission,132,63,1.26,0.002013,0.00035
IN-C15309-SS,IN-C15458-SS,sub_transmission,132,63,3.78,0.006053,0.000903
IN-C15310-SS,IN-C15311-SS,sub_transmission,132,63,2.61,0.004177,0.00089
IN-C15310-SS,IN-C15485-SS,sub_transmission,132,63,5.68,0.009093,0.002026
IN-C15311-SS,IN-C15485-SS,sub_transmission,132,63,3.37,0.005397,0.000766
IN-C15312-SS,IN-C15406-SS,sub_transmission,132,63,3.49,0.005585,0.001557
IN-C15313-SS,IN-C15408-SS,sub_transmission,132,63,5.07,0.008107,0.002234
IN-C15315-SS,IN-C15385-SS,sub_transmission,132,63,16.65,0.02664,0.005193
IN-C15318-SS,IN-C15371-SS,sub_transmission,132,63,6.9,0.011044,0.002606
IN-C15319-SS,IN-C15398-SS,sub_transmission,132,63,1.63,0.002611,0.000566
IN-C15322-SS,IN-C15323-SS,sub_transmission,132,63,1.96,0.00313,0.000903
IN-C15324-SS,IN-C15442-SS,sub_transmission,132,63,2.11,0.003371,0.000708
IN-C15326-SS,IN-C15446-SS,sub_transmission,132,63,6.58,0.010526,0.002166
IN-C15327-SS,IN-C15422-SS,sub_transmission,132,63,6.57,0.010515,0.00199
IN-C15328-SS,IN-C15390-SS,sub_transmission,132,63,11.46,0.018335,0.002839
IN-C15328-SS,IN-C15372-SS,sub_transmission,132,63,12.99,0.020788,0.002892
IN-C15329-SS,IN-C15458-SS,sub_transmission,132,63,3.45,0.005525,0.001097
IN-C15331-SS,IN-C15356-SS,sub_transmission,132,63,3.43,0.005481,0.001306
IN-C15332-SS,IN-C15468-SS,sub_transmission,132,63,2.22,0.003558,0.00078
IN-C15333-SS,IN-C15403-SS,sub_transmission,132,63,4.82,0.007714,0.001533
IN-C15335-SS,IN-C15475-SS,sub_transmission,132,63,3.45,0.005521,0.000912
IN-C15335-SS,IN-C15493-SS,sub_transmission,132,63,5.13,0.008201,0.00106
IN-C15337-SS,IN-C15434-SS,sub_transmission,132,63,6.52,0.01043,0.002851
IN-C15342-SS,IN-C15450-SS,sub_transmission,132,63,6.88,0.011015,0.001815
IN-C15346-SS,IN-C15443-SS,sub_transmission,132,63,10.06,0.016104,0.003154
IN-C15349-SS,IN-C15454-SS,sub_transmission,132,63,8.68,0.013887,0.004115
IN-C15350-SS,IN-C15395-SS,sub_transmission,132,63,3.3,0.005273,0.00129
IN-C15354-SS,IN-C15389-SS,sub_transmission,132,63,3.4,0.005445,0.000734
IN-C15359-SS,IN-C15448-SS,sub_transmission,132,63,3.94,0.006305,0.000887
IN-C15362-SS,IN-C15375-SS,sub_transmission,132,63,5.24,0.008379,0.001607
IN-C15364-SS,IN-C15450-SS,sub_transmission,132,63,11.43,0.018288,0.005171
IN-C15365-SS,IN-C15379-SS,sub_transmission,132,63,7.14,0.011428,0.003145
IN-C15366-SS,IN-C15380-SS,sub_transmission,132,63,4.99,0.007987,0.002133
IN-C15369-SS,IN-C15457-SS,sub_transmission,132,63,3.83,0.006134,0.001494
IN-C15369-SS,IN-C15485-SS,sub_transmission,132,63,6.24,0.009992,0.001457
IN-C15373-SS,IN-C15414-SS,sub_transmission,132,63,9.77,0.015636,0.002051
IN-C15374-SS,IN-C15488-SS,sub_transmission,132,63,3.32,0.005312,0.001527
IN-C15374-SS,IN-C15486-SS,sub_transmission,132,63,4.64,0.007416,0.001307
IN-C15377-SS,IN-C15433-SS,sub_transmission,132,63,3.45,0.005519,0.001254
IN-C15381-SS,IN-C15500-SS,sub_transmission,132,63,4.15,0.006633,0.001063
IN-C15386-SS,IN-C15396-SS,sub_transmission,132,63,7.98,0.012767,0.00341
IN-C15388-SS,IN-C15475-SS,sub_transmission,132,63,9.76,0.015621,0.002225
IN-C15391-SS,IN-C15409-SS,sub_transmission,132,63,6.42,0.010271,0.002516
IN-C15397-SS,IN-C15417-SS,sub_transmission,132,63,20.3,0.032473,0.004931
IN-C15404-SS,IN-C15474-SS,sub_transmission,132,63,13.75,0.021993,0.00541
IN-C15409-SS,IN-C15427-SS,sub_transmission,132,63,2.26,0.003608,0.001058
IN-C15410-SS,IN-C15433-SS,sub_transmission,132,63,13.78,0.022043,0.00464
IN-C15412-SS,IN-C15428-SS,sub_transmission,132,63,5.83,0.009331,0.002357
IN-C15414-SS,IN-C15492-SS,sub_transmission,132,63,9.47,0.015153,0.002687
IN-C15417-SS,IN-C15429-SS,sub_transmission,132,63,10.18,0.016289,0.002747
IN-C15418-SS,IN-C15462-SS,sub_transmission,132,63,6.08,0.009734,0.002607
IN-C15420-SS,IN-C15425-SS,sub_transmission,132,63,8.02,0.012829,0.003152
IN-C15449-SS,IN-C15460-SS,sub_transmission,132,63,8.55,0.013685,0.003813
IN-C15456-SS,IN-C15500-SS,sub_transmission,132,63,5.85,0.009355,0.001799
IN-C15457-SS,IN-C15485-SS,sub_transmission,132,63,2.92,0.004675,0.000851
IN-C15464-SS,IN-C15465-SS,sub_transmission,132,63,3.88,0.006215,0.001602
IN-C15484-SS,IN-C15487-SS,sub_transmission,132,63,15.92,0.025473,0.005256
IN-C15486-SS,IN-C15488-SS,sub_transmission,132,63,7.51,0.012015,0.002451
IN-C14844-SS,IN-C14844-TR01,transformer_connection,132,315,7.17,0.011472,0.003189
IN-C14844-TR01,IN-C14844-FD011,feeder,33,100,1.1,0.006576,0.001546
IN-C14844-TR01,IN-C14844-FD012,feeder,33,100,8.89,0.053341,0.015117
IN-C14844-SS,IN-C14844-TR02,transformer_connection,132,315,3.51,0.005623,0.000717
IN-C14844-TR02,IN-C14844-FD021,feeder,33,100,3.86,0.023148,0.004915
IN-C14844-TR02,IN-C14844-FD022,feeder,33,100,9.59,0.057525,0.013617
IN-C14844-SS,IN-C14844-TR03,transformer_connection,132,315,3.73,0.005974,0.00106
IN-C14844-TR03,IN-C14844-FD031,feeder,33,100,2.07,0.012412,0.001669
IN-C14844-TR03,IN-C14844-FD032,feeder,33,100,10.46,0.06276,0.012
IN-C14845-SS,IN-C14845-TR01,transformer_connection,132,315,5.45,0.008712,0.001848
IN-C14845-TR01,IN-C14845-FD011,feeder,33,100,11.63,0.069756,0.020909
IN-C14845-SS,IN-C14845-TR02,transformer_connection,132,315,2.38,0.003813,0.000843
IN-C14845-TR02,IN-C14845-FD021,feeder,33,100,10.44,0.062617,0.012227
IN-C14846-SS,IN-C14846-TR01,transformer_connection,132,315,2.23,0.003563,0.001042
IN-C14846-TR01,IN-C14846-FD011,feeder,33,100,5.94,0.035611,0.008184
IN-C14846-SS,IN-C14846-TR02,transformer_connection,132,315,5.21,0.008339,0.002049
IN-C14846-TR02,IN-C14846-FD021,feeder,33,100,9.36,0.056131,0.007272
IN-C14847-SS,IN-C14847-TR01,transformer_connection,132,200,3.24,0.005181,0.001018
IN-C14847-TR01,IN-C14847-FD011,feeder,33,100,3.29,0.019727,0.002593
IN-C14847-SS,IN-C14847-TR02,transformer_connection,132,200,2.99,0.004781,0.000916
IN-C14847-TR02,IN-C14847-FD021,feeder,33,100,4.08,0.024504,0.004675
IN-C14848-SS,IN-C14848-TR01,transformer_connection,132,160,5.68,0.009083,0.00195
IN-C14848-TR01,IN-C14848-FD011,feeder,33,100,2.33,0.013988,0.003458
IN-C14848-SS,IN-C14848-TR02,transformer_connection,132,160,5.57,0.008906,0.002663
IN-C14848-TR02,IN-C14848-FD021,feeder,33,100,4.39,0.026349,0.007369
IN-C14849-SS,IN-C14849-TR01,transformer_connection,132,160,4.26,0.006811,0.001324
IN-C14849-TR01,IN-C14849-FD011,feeder,33,100,9.55,0.057282,0.007016
IN-C14849-SS,IN-C14849-TR02,transformer_connection,132,160,2.26,0.003613,0.000577
IN-C14849-TR02,IN-C14849-FD021,feeder,33,100,7.45,0.044699,0.008812
IN-C14850-SS,IN-C14850-TR01,transformer_connection,132,160,5.95,0.009521,0.00214
IN-C14850-TR01,IN-C14850-FD011,feeder,33,100,4.61,0.027678,0.003618
IN-C14850-SS,IN-C14850-TR02,transformer_connection,132,160,1.54,0.002458,0.000493
IN-C14850-TR02,IN-C14850-FD021,feeder,33,100,10.74,0.064438,0.016728
IN-C14851-SS,IN-C14851-TR01,transformer_connection,132,160,5.81,0.009297,0.001301
IN-C14851-TR01,IN-C14851-FD011,feeder,33,100,3.21,0.019282,0.005568
IN-C14851-SS,IN-C14851-TR02,transformer_connection,132,160,2.48,0.003974,0.000928
IN-C14851-TR02,IN-C14851-FD021,feeder,33,100,11.87,0.071199,0.018804
IN-C14852-SS,IN-C14852-TR01,transformer_connection,132,315,2.22,0.003554,0.000724
IN-C14852-TR01,IN-C14852-FD011,feeder,33,100,11.34,0.068017,0.018897
IN-C14853-SS,IN-C14853-TR01,transformer_connection,132,315,2.29,0.003657,0.000732
IN-C14853-TR01,IN-C14853-FD011,feeder,33,100,7.51,0.04504,0.009282
IN-C14854-SS,IN-C14854-TR01,transformer_connection,132,315,3.12,0.004993,0.001418
IN-C14854-TR01,IN-C14854-FD011,feeder,33,100,7.04,0.042213,0.008565
IN-C14855-SS,IN-C14855-TR01,transformer_connection,132,200,7.2,0.011527,0.003123
IN-C14855-TR01,IN-C14855-FD011,feeder,33,100,8.49,0.050942,0.014086
IN-C14856-SS,IN-C14856-TR01,transformer_connection,132,200,1.76,0.002823,0.000383
IN-C14856-TR01,IN-C14856-FD011,feeder,33,100,3.78,0.022658,0.003597
IN-C14857-SS,IN-C14857-TR01,transformer_connection,132,160,6.76,0.010819,0.001388
IN-C14857-TR01,IN-C14857-FD011,feeder,33,100,4.38,0.026284,0.004839
IN-C14858-SS,IN-C14858-TR01,transformer_connection,132,160,5.06,0.008094,0.001557
IN-C14858-TR01,IN-C14858-FD011,feeder,33,100,9.15,0.054905,0.008952
IN-C14859-SS,IN-C14859-TR01,transformer_connection,132,160,4.6,0.007364,0.001523
IN-C14859-TR01,IN-C14859-FD011,feeder,33,100,5.83,0.03495,0.007671
IN-C14860-SS,IN-C14860-TR01,transformer_connection,132,160,4.77,0.007626,0.001134
IN-C14860-TR01,IN-C14860-FD011,feeder,33,100,10.22,0.061309,0.014876
IN-C14861-SS,IN-C14861-TR01,transformer_connection,132,160,7.4,0.011847,0.003257
IN-C14861-TR01,IN-C14861-FD011,feeder,33,100,10.06,0.060361,0.007847
IN-C14862-SS,IN-C14862-TR01,transformer_connection,132,160,1.9,0.003042,0.000735
IN-C14862-TR01,IN-C14862-FD011,feeder,33,100,7.25,0.043488,0.011143
IN-C14863-SS,IN-C14863-TR01,transformer_connection,132,160,4.03,0.006453,0.001351
IN-C14863-TR01,IN-C14863-FD011,feeder,33,100,8.01,0.048065,0.010022
IN-C14864-SS,IN-C14864-TR01,transformer_connection,132,160,5.18,0.008281,0.00216
IN-C14864-TR01,IN-C14864-FD011,feeder,33,100,3.0,0.018007,0.002618
IN-C14865-SS,IN-C14865-TR01,transformer_connection,132,100,4.51,0.007214,0.001885
IN-C14865-TR01,IN-C14865-FD011,feeder,33,100,1.4,0.008417,0.001714
IN-C14866-SS,IN-C14866-TR01,transformer_connection,132,100,5.92,0.009465,0.001306
IN-C14866-TR01,IN-C14866-FD011,feeder,33,100,5.81,0.034886,0.005463
IN-C14867-SS,IN-C14867-TR01,transformer_connection,132,100,4.18,0.006684,0.001241
IN-C14867-TR01,IN-C14867-FD011,feeder,33,100,1.87,0.011219,0.003027
IN-C14868-SS,IN-C14868-TR01,transformer_connection,132,100,5.04,0.008059,0.001169
IN-C14868-TR01,IN-C14868-FD011,feeder,33,100,9.41,0.056469,0.011875
IN-C14869-SS,IN-C14869-TR01,transformer_connection,132,100,5.39,0.008621,0.001448
IN-C14869-TR01,IN-C14869-FD011,feeder,33,100,3.35,0.020098,0.003874
IN-C14870-SS,IN-C14870-TR01,transformer_connection,132,100,1.58,0.00252,0.000572
IN-C14870-TR01,IN-C14870-FD011,feeder,33,100,1.68,0.010094,0.002029
IN-C14871-SS,IN-C14871-TR01,transformer_connection,132,100,3.95,0.006317,0.000892
IN-C14871-TR01,IN-C14871-FD011,feeder,33,100,5.24,0.03144,0.006817
IN-C14872-SS,IN-C14872-TR01,transformer_connection,132,100,3.46,0.005537,0.001348
IN-C14872-TR01,IN-C14872-FD011,feeder,33,100,8.77,0.052616,0.012295
IN-C14873-SS,IN-C14873-TR01,transformer_connection,132,100,4.84,0.007746,0.001173
IN-C14873-TR01,IN-C14873-FD011,feeder,33,100,3.27,0.019642,0.005767
IN-C14874-SS,IN-C14874-TR01,transformer_connection,132,100,1.48,0.002362,0.000308
IN-C14874-TR01,IN-C14874-FD011,feeder,33,100,10.53,0.063193,0.015746
IN-C14875-SS,IN-C14875-TR01,transformer_connection,132,100,5.21,0.008339,0.00186
IN-C14875-TR01,IN-C14875-FD011,feeder,33,100,4.47,0.026835,0.00706
IN-C14876-SS,IN-C14876-TR01,transformer_connection,132,100,4.23,0.006764,0.00086
IN-C14876-TR01,IN-C14876-FD011,feeder,33,100,3.27,0.019621,0.005401
IN-C14877-SS,IN-C14877-TR01,transformer_connection,132,100,4.51,0.00722,0.002017
IN-C14877-TR01,IN-C14877-FD011,feeder,33,100,7.67,0.046037,0.006356
IN-C14878-SS,IN-C14878-TR01,transformer_connection,132,100,4.06,0.006491,0.000953
IN-C14878-TR01,IN-C14878-FD011,feeder,33,100,4.17,0.025019,0.004755
IN-C14879-SS,IN-C14879-TR01,transformer_connection,132,100,4.24,0.006792,0.001335
IN-C14879-TR01,IN-C14879-FD011,feeder,33,100,3.87,0.023203,0.00556
IN-C14880-SS,IN-C14880-TR01,transformer_connection,132,100,1.79,0.002871,0.000707
IN-C14880-TR01,IN-C14880-FD011,feeder,33,100,7.74,0.046451,0.01029
IN-C14881-SS,IN-C14881-TR01,transformer_connection,132,100,0.85,0.0016,0.000238
IN-C14881-TR01,IN-C14881-FD011,feeder,33,100,10.54,0.06324,0.013858
IN-C14882-SS,IN-C14882-TR01,transformer_connection,132,100,3.25,0.005195,0.001054
IN-C14882-TR01,IN-C14882-FD011,feeder,33,100,6.51,0.039047,0.00853
IN-C14883-SS,IN-C14883-TR01,transformer_connection,132,63,3.29,0.00526,0.00119
IN-C14883-TR01,IN-C14883-FD011,feeder,33,63,9.46,0.056788,0.014163
IN-C14844-GEN01,IN-C14844-SS,generator_connection,220,1200,14.54,0.013086,0.002425
IN-C14845-GEN02,IN-C14845-SS,generator_connection,220,1200,8.92,0.008026,0.002123
IN-C14846-GEN03,IN-C14846-SS,generator_connection,220,1200,6.72,0.006044,0.001768
IN-C14847-GEN04,IN-C14847-SS,generator_connection,220,1200,6.34,0.005708,0.001076
IN-C14848-GEN05,IN-C14848-SS,generator_connection,220,1200,11.63,0.010469,0.001379
IN-C14849-GEN06,IN-C14849-SS,generator_connection,220,1200,11.64,0.010476,0.002602
IN-C14850-GEN07,IN-C14850-SS,generator_connection,220,1200,9.81,0.008829,0.002359
IN-C14851-GEN08,IN-C14851-SS,generator_connection,220,1200,3.41,0.003071,0.000755
IN-C14852-GEN09,IN-C14852-SS,generator_connection,220,1200,12.59,0.011335,0.002818
IN-C14853-GEN10,IN-C14853-SS,generator_connection,220,1200,8.08,0.007274,0.001494
IN-C14854-GEN11,IN-C14854-SS,generator_connection,220,1200,6.19,0.005574,0.000916
IN-TEL-HUB-GEN,IN-TEL-HUB,generator_connection,400,3000,1.0,0.0005,0.000131
IN-TRI-HUB,IN-NER-HUB,state_interconnect_400kv,400,1000,255.24,0.12762,0.030419
IN-C15501-SS,IN-C15509-SS,sub_transmission,132,315,4.37,0.006996,0.001574
IN-C15501-SS,IN-C15511-SS,sub_transmission,132,315,4.53,0.007249,0.001008
IN-TRI-HUB,IN-C15501-SS,state_transmission_400kv,400,800,31.02,0.015509,0.004032
IN-C15502-SS,IN-C15532-SS,sub_transmission,132,63,4.07,0.006516,0.001129
IN-C15502-SS,IN-C15516-SS,sub_transmission,132,63,12.6,0.020165,0.005319
IN-TRI-HUB,IN-C15502-SS,state_transmission_400kv,400,100,85.42,0.042712,0.00566
IN-C15503-SS,IN-C15531-SS,sub_transmission,132,63,0.92,0.0016,0.000278
IN-C15503-SS,IN-C15529-SS,sub_transmission,132,63,2.47,0.003957,0.000548
IN-TRI-HUB,IN-C15503-SS,state_transmission_400kv,400,100,32.72,0.016361,0.002376
IN-C15504-SS,IN-C15532-SS,sub_transmission,132,63,13.05,0.020887,0.005244
IN-C15504-SS,IN-C15539-SS,sub_transmission,132,63,16.61,0.026574,0.004757
IN-C15505-SS,IN-C15526-SS,sub_transmission,132,63,4.78,0.007647,0.002155
IN-C15505-SS,IN-C15518-SS,sub_transmission,132,63,8.8,0.014084,0.001839
IN-C15506-SS,IN-C15523-SS,sub_transmission,132,63,20.4,0.032642,0.004167
IN-C15506-SS,IN-C15543-SS,sub_transmission,132,63,24.27,0.03884,0.010517
IN-C15507-SS,IN-C15541-SS,sub_transmission,132,63,25.22,0.040357,0.01179
IN-C15507-SS,IN-C15514-SS,sub_transmission,132,63,26.32,0.042104,0.010556
IN-C15508-SS,IN-C15524-SS,sub_transmission,132,63,12.86,0.020576,0.004801
IN-C15508-SS,IN-C15537-SS,sub_transmission,132,63,28.68,0.045896,0.007695
IN-C15509-SS,IN-C15512-SS,sub_transmission,132,63,4.92,0.007867,0.001495
IN-C15510-SS,IN-C15544-SS,sub_transmission,132,63,1.87,0.002991,0.000495
IN-C15511-SS,IN-C15520-SS,sub_transmission,132,63,2.04,0.003261,0.00045
IN-C15511-SS,IN-C15512-SS,sub_transmission,132,63,2.17,0.003466,0.000946
IN-C15512-SS,IN-C15520-SS,sub_transmission,132,63,4.1,0.006557,0.001723
IN-C15513-SS,IN-C15533-SS,sub_transmission,132,63,15.39,0.024631,0.005934
IN-C15514-SS,IN-C15519-SS,sub_transmission,132,63,11.61,0.018577,0.003375
IN-C15514-SS,IN-C15517-SS,sub_transmission,132,63,12.46,0.019932,0.002506
IN-C15515-SS,IN-C15533-SS,sub_transmission,132,63,21.76,0.034809,0.008007
IN-C15515-SS,IN-C15522-SS,sub_transmission,132,63,21.81,0.034902,0.00599
IN-C15516-SS,IN-C15532-SS,sub_transmission,132,63,10.66,0.017057,0.004217
IN-C15517-SS,IN-C15534-SS,sub_transmission,132,63,3.69,0.005905,0.001074
IN-C15518-SS,IN-C15526-SS,sub_transmission,132,63,4.66,0.007457,0.001833
IN-C15519-SS,IN-C15536-SS,sub_transmission,132,63,2.71,0.004342,0.000824
IN-C15519-SS,IN-C15527-SS,sub_transmission,132,63,4.06,0.006489,0.001521
IN-C15520-SS,IN-C15527-SS,sub_transmission,132,63,3.71,0.005936,0.001632
IN-C15521-SS,IN-C15536-SS,sub_transmission,132,63,1.86,0.00297,0.000745
IN-C15521-SS,IN-C15527-SS,sub_transmission,132,63,2.69,0.004308,0.000927
IN-C15522-SS,IN-C15539-SS,sub_transmission,132,63,3.01,0.004821,0.000636
IN-C15523-SS,IN-C15536-SS,sub_transmission,132,63,8.62,0.01379,0.0019
IN-C15524-SS,IN-C15540-SS,sub_transmission,132,63,19.9,0.031835,0.003968
IN-C15525-SS,IN-C15543-SS,sub_transmission,132,63,11.9,0.019044,0.002533
IN-C15525-SS,IN-C15529-SS,sub_transmission,132,63,15.7,0.025126,0.00456
IN-C15527-SS,IN-C15536-SS,sub_transmission,132,63,1.89,0.003022,0.000405
